İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat,URL,Ağır Hasarlı
26646242,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,193.500 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,,Sahibinden,575.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26646242,
26670297,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2014,212.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 3 boyalı",,Sahibinden,505.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26670297,
26665151,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,126.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model-son-fiyat-pazarlik-yoktur/26665151,
26665592,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,120.250 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,710.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26665592,
26665091,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,215.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,,Sahibinden,590.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26665091,
26678560,08 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,125.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,685.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2015-cok-temiz-125-bin-kmk-kartina-taksit/26678560,
26664076,08 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,90.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,680.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26664076,
26656489,08 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2012,133.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Tamamı orjinal,,Sahibinden,575.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26656489,
26653874,08 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2012,114.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,"2 değişen, 9 boyalı",Takasa Uygun,Sahibinden,480.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dusuk-km-dacia-sandero-stepway/26653874,
26652418,08 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,173.000 km,Yarı Otomatik,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,1 değişen,,Sahibinden,590.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-otomatik-dacia-sandero-1-5-dci-stepway-2016-model/26652418,
26652956,08 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,163.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,620.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26652956,
26642805,07 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,77.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,685.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26642805,
26660723,07 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2013,150.000 km,Düz,Dizel,Hatchback/5,Mavi,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,570.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/ela-auto-dan-dacia-stepway-1-5-dci-dizel-manuel-2013-model/26660723,
26659831,07 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,137.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,689.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/autolens-den-2017-model-otomatik-sandero-stepway/26659831,
26643080,07 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,164.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,3 değişen,,Sahibinden,570.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26643080,
26659556,07 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,137.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,679.500 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/galeri-52-den-2016-model-dacia-stepway-hatasiz-boyasiz-1-5-dci/26659556,
26648444,05 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,116.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,475.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2015-model-1-5-dci-stepway/26648444,
26647227,05 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2012,207.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,510.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2012-dacia-sandero-1-5-dci-stepway-degisensiz-tramersiz-experli/26647227,
26645998,05 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2014,164.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"2 değişen, 5 boyalı",-,Sahibinden,565.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26645998,
26644856,05 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2018,66.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,725.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model-ankara-acil/26644856,
